"CORP","Quarterly Data","Current Ratio","Long-term Debt / Capital","Debt/Equity Ratio","Gross Margin","Operating Margin","EBIT Margin","EBITDA Margin","Pre-Tax Profit Margin","Net Profit Margin","Asset Turnover","Inventory Turnover Ratio","Receiveable Turnover","Days Sales In Receivables","ROE - Return On Equity","Return On Tangible Equity","ROA - Return On Assets","ROI - Return On Investment","Book Value Per Share","Operating Cash Flow Per Share","Free Cash Flow Per Share","Basic EPS","SH LOG10","Bin"
"AMD","6/30/2017","1.7329","0.7673","3.3981","33.5361","-0.0869","-0.0869","0","-3.1277","-3.649","0.3415","0.9184","1.8746","48.0104","-10.0719","-32.8125","-1.2463","-2.3438","0.4403","-0.0848","-0.0973","-0.04","-0.066648407975521","1"
"AMD","9/30/2017","1.6964","0.7228","2.7423","36.048","7.5126","7.5126","0","5.3662","3.851","0.4417","1.2758","2.0545","43.8068","11.7308","26.4069","1.7011","3.2516","0.5389","0.1038","0.0746","0.06","0.0092955994235688","1"
"AMD","12/31/2017","1.7409","0.6897","2.3406","33.7314","-0.1493","-0.1493","0","-2.3134","-1.4179","0.3773","1.2795","2.9515","30.4925","-3.1879","-6.1889","-0.5349","-0.9891","0.6163","0.312","0.2595","-0.01","-0.093517070110717","1"
"AMD","3/31/2018","1.6211","0.6197","1.9413","36.2477","7.286","7.286","0","5.4645","4.918","0.4377","1.4685","2.2317","40.3279","11.3287","19.0141","2.1525","4.3085","0.7379","-0.103","-0.1473","0.08","-0.0098270529027492","1"
"AMD","6/30/2018","1.659","0.571","1.5848","37.1298","8.713","8.713","0","7.0046","6.6059","0.428","1.472","1.5707","57.3007","13.1968","19.661","2.8272","5.6613","0.9015","-0.0382","-0.0715","0.12","0.17363557109177","1"
"AMD","9/30/2018","1.7646","0.5092","1.1582","39.9879","9.0744","9.0744","0","6.8966","6.1706","0.3803","1.3442","1.3695","65.7169","9.0667","12.201","2.3464","4.4503","1.1261","0.0613","0.0255","0.1","0.31401626139378","1"
"AMD","12/31/2018","1.7843","0.4681","0.9874","37.8436","1.9732","1.9732","0","0.2114","2.6779","0.3115","1.0438","1.149","78.3298","3.0016","3.8895","0.8341","1.5966","1.2597","0.1119","0.0721","0.04","-0.22358622107842","1"
"AMD","3/31/2019","2.0845","0.3642","0.6119","40.9591","2.9874","2.9874","0","0.3145","1.2579","0.258","0.7864","1.025","87.8066","0.8949","1.0674","0.3245","0.569","1.6525","-0.1947","-0.2514","0.01","0.14064899688548","1"
"AMD","6/30/2019","2.0809","0.3516","0.5423","40.5617","3.8537","3.8537","0","2.4167","2.2861","0.3001","0.8966","1.1485","78.3606","1.8411","2.1712","0.686","1.1937","1.7505","0.0297","-0.0218","0.03","0.075564136169255","1"
"AMD","9/30/2019","2.0987","0.2861","0.4007","43.1427","10.3276","10.3276","0","6.9961","6.663","0.3429","0.9846","1.2929","69.6113","5.5147","6.3593","2.2844","3.937","1.9533","0.2107","0.1622","0.11","-0.020196590863382","1"
"AMD","12/31/2019","1.9487","0.1467","0.1719","44.6168","16.3611","16.3611","0","9.638","7.9925","0.3529","1.1996","1.132","79.5064","6.0134","6.6982","2.8202","5.1313","2.4162","0.3945","0.3574","0.16","0.19918584450893","1"
"AMD","3/31/2020","2.2116","0.1384","0.1607","45.8007","9.9104","9.9104","0","9.4065","9.0705","0.3046","0.9167","1.0562","85.2128","5.3342","5.8952","2.7626","4.5957","2.5935","-0.0531","-0.098","0.14","-0.0036136038482289","1"
"AMD","6/30/2020","2.099","0.1291","0.2088","43.8923","8.9545","8.9545","0","8.2816","8.1263","0.2935","0.8187","1.0739","83.8044","4.7504","5.2056","2.3849","4.137","2.8152","0.1982","0.1241","0.13","0.063247854036442","1"
"AMD","9/30/2020","2.2755","0.088","0.0965","43.9129","16.03","16.03","0","14.3163","13.9236","0.3988","1.2159","1.3101","68.6969","10.0853","10.8999","5.5532","9.1981","3.2171","0.2804","0.2183","0.33","0.19269256576634","1"
"AMD","12/31/2020","2.5416","0.0535","0.0565","44.7287","17.5709","17.5709","0","16.8311","54.9014","0.362","1.2816","1.5626","57.5956","30.5123","32.1017","19.8728","28.8795","4.82","0.4618","0.3993","1.5","0.048655812891749","1"
"ADI","3/31/2005","6.4534","0","0","57.7963","21.4721","21.4721","0","23.8807","18.5076","0.1259","0.6935","1.7916","50.2346","2.8771","3.0132","2.3296","2.8771","10.025","0.3011","0.2396","0.29","0","1"
"ADI","6/30/2005","6.426","0","0","57.3769","22.1862","22.1862","0","24.9636","19.4789","0.1317","0.7385","1.8845","47.7583","3.1648","3.3147","2.5647","3.1648","10.0428","0.4628","0.4053","0.32","0.013837124473082","1"
"ADI","9/30/2005","6.6276","0","0","58.075","23.113","23.113","0","26.386","20.8449","0.1241","0.7105","1.9671","45.7529","3.1659","3.3104","2.5877","3.1659","10.2972","0.47","0.4207","0.33","-0.0019833729706737","1"
"ADI","12/31/2005","4.5578","0","0","70.9412","23.1852","23.1852","0","29.1316","18.5648","0.0803","0.3285","1.1485","78.3628","0.7991","0.8371","0.6436","0.7991","10.0632","0.5203","0.4658","0.18","-0.015110523141809","1"
"ADI","3/31/2006","5.8624","0","0","58.0695","21.2787","21.2787","0","24.593","19.4039","0.142","0.7711","1.9554","46.0254","3.2498","3.4032","2.7561","3.2498","10.1317","0.4608","0.4073","0.33","0.028354013121421","1"
"ADI","6/30/2006","5.1136","0","0","59.1222","23.5126","23.5126","0","29.6046","22.6475","0.1462","0.7323","1.7991","50.0242","4.0028","4.1949","3.3116","4.0028","10.0868","0.5487","0.4717","0.4","-0.07603951877519","1"
"ADI","9/30/2006","5.8666","0","0","58.7816","22.4341","22.4341","0","26.3935","21.8011","0.1546","0.7248","1.8447","48.7895","3.9668","4.1738","3.3708","3.9668","10.337","0.22","0.1136","0.4","-0.038846287619076","1"
"ADI","12/31/2006","6.1337","0","0","81.5626","29.1724","29.1724","0","36.7969","43.0855","0.0806","0.1632","1.0507","85.6564","3.1466","3.4342","2.7117","3.1466","10.0462","0.4448","0.3378","0.4","0.048600119573471","1"
"ADI","3/31/2007","5.8079","0","0","63.8171","27.051","27.051","0","32.2089","24.4668","0.1638","0.5874","1.8164","49.5485","4.7974","5.2885","4.0915","4.7974","9.7723","0.5961","0.488","0.45","0.020893528682045","1"
"ADI","6/30/2007","4.9071","0","0","60.4583","22.4619","22.4619","0","27.6657","20.9807","0.1621","0.6182","1.799","50.0273","4.0981","4.5597","3.4063","4.0981","9.3682","0.7225","0.6022","0.38","0.037956383665927","1"
"ADI","9/30/2007","3.8803","0","0","60.4913","23.5643","23.5643","0","26.2284","19.5058","0.195","0.6562","1.7597","51.1444","4.9439","5.6343","3.9606","4.9439","8.1514","0.629","0.5255","0.38","-0.017421181413783","1"
"ADI","12/31/2007","3.6107","0","0","59.9626","19.1828","19.1828","0","21.2502","15.6989","0.2099","0.7696","1.9258","46.7329","4.0514","4.6563","3.1871","4.0514","7.7043","0.5211","0.4263","0.33","-0.057169145885433","1"
"ADI","3/31/2008","2.951","0","0","61.2148","23.7679","23.7679","0","25.78","60.3866","0.1958","0.7211","1.8052","49.8563","5.2088","5.9275","3.8868","5.2088","7.9584","0.5831","0.4513","1.24","-0.030942922766889","1"
"ADI","6/30/2008","3.1918","0","0","60.9882","24.2069","24.2069","0","25.8324","20.4956","0.2153","0.7931","1.9541","46.0559","5.638","6.4091","4.3065","5.638","7.9411","0.5374","0.43","0.46","0.031900861676143","1"
"ADI","9/30/2008","3.3531","0","0","60.9716","24.4603","24.4603","0","25.6046","21.0335","0.2131","0.83","2.0186","44.5852","5.4048","6.1148","4.1782","5.4048","8.23","0.6663","0.5325","0.48","-0.081236595278582","1"
"ADI","12/31/2008","3.672","0","0","61.0957","24.3284","24.3284","0","25.9371","21.7757","0.2137","0.817","2.0955","42.9488","5.9598","6.6386","4.6665","5.9598","8.3115","0.4661","0.3093","0.51","-0.14157010694717","1"
"ADI","3/31/2009","4.4846","0","0","56.4456","4.1108","4.1108","0","5.8665","5.2351","0.1633","0.6467","2.0249","44.4462","1.0235","1.1396","0.8422","1.0235","8.248","0.2057","0.1294","0.09","0.0056712020540578","1"
"ADI","6/30/2009","5.3204","0","0","55.0928","12.1978","12.1978","0","13.1086","10.9014","0.1651","0.6994","2.0775","43.3215","2.1384","2.3867","1.7999","2.1384","8.3099","0.259","0.2181","0.18","0.1092196049106","1"
"ADI","9/30/2009","6.667","0.1323","0.1525","54.1126","16.046","16.046","0","16.266","13.3051","0.15","0.8178","2.0162","44.6395","2.6627","2.9725","1.9956","2.3104","8.4321","0.4547","0.4365","0.22","0.046492942273778","1"
"ADI","12/31/2009","6.4422","0.1305","0.1501","56.3076","22.4584","22.4584","0","22.2579","18.476","0.1696","0.9865","1.8988","47.399","4.1757","4.6495","3.1344","3.6307","8.6656","0.557","0.5008","0.36","0.058817863832444","1"
"ADI","3/31/2010","6.2932","0.1213","0.138","61.1089","24.7294","24.7294","0","24.5889","19.9772","0.163","0.964","1.9247","46.7607","4.3268","4.7722","3.234","3.8022","9.2853","0.7015","0.6451","0.41","-0.039718149194305","1"
"ADI","6/30/2010","5.4511","0.1171","0.1326","65.0238","32.0356","32.0356","0","32.0274","25.012","0.1701","0.9437","2.0118","44.7356","5.7829","6.35","4.255","5.1058","9.6994","0.9075","0.8506","0.56","-0.014712848801567","1"
"ADI","9/30/2010","5.4974","0.1154","0.1304","66.6679","34.8672","34.8672","0","34.8916","27.6959","0.1755","0.9051","2.0149","44.6669","6.5742","7.1714","4.8608","5.8157","10.1798","0.7325","0.6048","0.67","0.051671797734664","1"
"ADI","12/31/2010","5.4066","0.1113","0.1252","67.0436","37.1096","37.1096","0","37.4105","29.2204","0.1779","0.9145","1.9888","45.2541","7.0317","7.6456","5.1976","6.2492","10.7138","0.8991","0.7754","0.75","0.079342671734356","1"
"ADI","3/31/2011","6.1415","0.1345","0.1598","66.1867","35.608","35.608","0","35.5276","30.488","0.1585","0.8705","1.8958","47.4738","6.4084","6.9388","4.6902","5.5462","11.2294","0.7018","0.6191","0.74","0.019280125684976","1"
"ADI","6/30/2011","7.2986","0.1995","0.2532","67.5553","37.7458","37.7458","0","37.527","30.5807","0.1532","0.8733","1.9074","47.1839","6.7511","7.2823","4.6862","5.4046","11.9546","0.6334","0.5233","0.81","-0.0026549126043421","1"
"ADI","9/30/2011","7.8002","0.1907","0.2396","67.2435","36.7912","36.7912","0","36.2674","29.0189","0.1443","0.8294","2.021","44.5321","5.919","6.4264","4.1881","4.7901","12.409","0.8361","0.7158","0.73","-0.097770788545964","1"
"ADI","12/31/2011","8.3549","0.1868","0.2335","64.3056","32.8558","32.8559","0","32.2565","25.6275","0.1357","0.8663","2.0554","43.7871","4.8355","5.2315","3.4774","3.9322","12.738","0.7503","0.6643","0.62","0.058790302413348","1"
"ADI","3/31/2012","8.8247","0.1821","0.2265","63.1718","28.2956","28.2956","0","27.7886","21.5076","0.1228","0.8032","2.1459","41.9406","3.6274","3.9195","2.6409","2.9668","12.9014","0.7031","0.6203","0.47","0.052741062516889","1"
"ADI","6/30/2012","8.0966","0.1777","0.2197","65.2435","31.5402","31.5402","0","31.3222","24.1298","0.1247","0.7725","2.044","44.0315","4.1501","4.5049","3.0097","3.4128","13.1567","0.7378","0.6394","0.55","-0.030385789464908","1"
"ADI","9/30/2012","8.9693","0.173","0.2127","65.572","31.1073","31.1073","0","30.6678","24.8553","0.1252","0.7535","1.9752","45.5642","4.2141","4.5631","3.1112","3.4852","13.4778","0.4536","0.3248","0.57","0.017068834513294","1"
"ADI","12/31/2012","8.9438","0.1623","0.1972","63.7849","30.977","30.977","0","30.5806","25.7836","0.1237","0.8022","2.0447","44.0156","4.3018","4.6509","3.1882","3.6036","13.8205","0.7657","0.6441","0.59","0.030804847017179","1"
"ADI","3/31/2013","9.4663","0.1494","0.1757","62.7331","24.6714","24.6714","0","24.1281","21.0922","0.1088","0.7546","1.8877","47.6779","3.0349","3.2718","2.2954","2.5813","14.1308","0.5091","0.4502","0.43","0.043490286190541","1"
"ADI","6/30/2013","9.7478","0.1452","0.1699","64.0417","29.0303","29.0303","0","28.4658","24.9484","0.1129","0.7929","1.9743","45.5869","3.6872","3.9641","2.8158","3.1517","14.4747","0.7998","0.7168","0.53","-0.013568367840488","1"
"ADI","9/30/2013","10.6637","0.1581","0.1878","64.5328","30.9034","30.9034","0","28.9305","26.1416","0.1098","0.8409","1.9517","46.1148","3.7956","4.0664","2.871","3.1954","14.9448","0.6897","0.5953","0.57","0.018768421506838","1"
"ADI","12/31/2013","9.5921","0.1554","0.184","65.6022","29.4724","29.4724","0","41.6603","29.7219","0.1063","0.8233","2.0856","43.1522","4.2526","4.5529","3.1583","3.5916","15.2376","0.9066","0.751","0.66","0.034414057643391","1"
"ADI","3/31/2014","10.5313","0.1539","0.1819","65.1215","28.5893","28.5893","0","27.9975","24.2879","0.0982","0.7558","1.9108","47.1013","3.1818","3.4029","2.3844","2.6921","15.3447","0.4952","0.3438","0.49","0.018447865725433","1"
"ADI","6/30/2014","9.8705","0.1503","0.1769","66.0503","31.7334","31.7334","0","31.2969","26.9868","0.1053","0.7901","1.9247","46.7596","3.8007","4.0607","2.8421","3.2294","15.6982","0.7484","0.6102","0.6","0.0075348276740134","1"
"ADI","9/30/2014","2.2588","0.1484","0.5728","65.4468","27.8317","27.8317","0","27.123","24.817","0.0811","0.6058","1.8435","48.8196","3.6069","6.7404","2.0127","3.0716","15.9357","0.6673","0.5351","0.57","-0.038438898213671","1"
"ADI","12/31/2014","5.376","0.155","0.1834","59.6916","18.4132","18.4132","0","17.0339","13.3491","0.1187","0.8921","2.053","43.8374","2.2845","4.4473","1.5845","1.9304","15.2886","0.8298","0.6921","0.35","0.049931986084845","1"
"ADI","3/31/2015","6.0088","0.1537","0.1816","65.2352","26.935","26.935","0","26.007","23.1555","0.1132","0.7308","1.9187","46.9069","3.7193","7.0991","2.6206","3.1476","15.423","0.5342","0.459","0.57","0.054891092006783","1"
"ADI","6/30/2015","3.7874","0.0912","0.1759","66.3593","30.3291","30.3291","0","29.864","25.0101","0.1165","0.7001","2.0098","44.7808","4.1364","7.607","2.9132","3.759","15.8327","1.0829","0.9278","0.66","0.0081268397622269","1"
"ADI","9/30/2015","3.9232","0.0896","0.1724","65.9092","30.725","30.725","0","30.0543","25.0738","0.121","0.6934","1.9122","47.067","4.2739","7.6686","3.0342","3.891","16.1478","0.6137","0.5041","0.69","-0.056111289490415","1"
"ADI","12/31/2015","3.6634","0.089","0.1715","65.5749","11.0992","11.0992","0","10.6953","9.8399","0.1387","0.8172","2.0979","42.9003","1.8984","3.3757","1.3643","1.7295","16.2563","0.6341","0.4881","0.31","-0.0084739282881207","1"
"ADI","3/31/2016","7.817","0.2574","0.3465","62.0321","25.3493","25.3493","0","23.6769","21.38","0.1013","0.7216","2.0513","43.8739","3.2935","5.8777","2.1651","2.4459","16.1115","0.6979","0.6245","0.53","0.029366161197286","1"
"ADI","6/30/2016","6.76","0.2621","0.3552","65.6042","26.6292","26.6292","0","25.0281","21.903","0.1029","0.6706","1.9519","46.109","3.4999","6.3501","2.2532","2.5825","15.8572","1.0312","0.9488","0.55","-0.019125095620475","1"
"ADI","9/30/2016","6.9662","0.2579","0.3475","65.8114","30.9004","30.9004","0","29.4851","26.4987","0.1132","0.7578","1.9199","46.8783","4.624","8.185","2.9984","3.4315","16.2073","0.8273","0.7056","0.75","0.056099664459923","1"
"ADI","12/31/2016","6.3541","0.2511","0.3353","66.428","35.5692","35.5692","0","32.2267","29.5088","0.1259","0.8948","2.1013","42.8297","5.7332","10.0832","3.7158","4.2935","16.7622","1.5785","1.448","0.96","0.051833361043976","1"
"ADI","3/31/2017","8.9126","0.4176","0.7171","65.8748","27.0474","27.0474","0","23.6995","22.0559","0.0965","0.9189","2.0834","43.1978","4.0918","7.0053","2.128","2.3829","17.1614","1.0304","0.9399","0.7","0.052492679490017","1"
"ADI","6/30/2017","1.3828","0.4624","1.2937","55.7886","12.7036","12.7036","0","7.5536","8.1503","0.0431","0.7834","1.8212","49.4187","0.9388","-1.1857","0.3514","0.5047","27.1561","1.4632","1.3359","0.27","-0.022569328271738","1"
"ADI","9/30/2017","1.9877","0.4524","0.8263","53.4642","13.5868","13.5868","0","8.8429","4.8062","0.0679","1.284","2.0705","43.4686","0.6945","-0.8881","0.3264","0.3803","26.9888","-1.1413","-1.2977","0.18","0.044376469129364","1"
"ADI","12/31/2017","1.473","0.4263","0.7726","66.2295","33.0851","33.0851","0","29.0429","25.3431","0.0795","1.03","2.4385","36.9077","4.19","-5.7729","2.0139","2.4038","27.5652","1.9413","1.7332","1.17","0.014180285632447","1"
"ADI","3/31/2018","1.7612","0.4165","0.7185","68.3964","28.199","28.199","0","23.9552","18.715","0.0751","0.8847","2.2076","40.7682","2.8338","-4.1543","1.4062","1.6537","27.9818","1.0387","0.8698","0.79","0.010124987478445","1"
"ADI","6/30/2018","1.5272","0.3955","0.6596","68.589","32.1429","32.1429","0","28.15","25.6046","0.0753","0.891","2.0584","43.7225","3.7819","-5.9404","1.9268","2.286","28.5399","1.9155","1.7719","1.08","0.022247805058925","1"
"ADI","9/30/2018","1.5808","0.3757","0.6038","68.0635","31.3795","31.3795","0","27.6286","26.22","0.0758","0.8829","2.1923","41.0526","3.7633","-6.4659","1.9882","2.3495","29.2093","1.6436","1.5067","1.1","-0.015955276630488","1"
"ADI","12/31/2018","2.0082","0.3573","0.562","68.078","30.3518","30.3518","0","26.6473","25.9709","0.0752","0.8357","2.4013","37.4803","3.5929","-7.0255","1.9809","2.309","30.4414","1.9162","1.6859","1.08","-0.032314761760155","1"
"ADI","3/31/2019","2.3356","0.3499","0.5381","67.4619","29.5779","29.5779","0","25.952","23.0359","0.0706","0.8453","2.1592","41.6817","3.0642","-6.698","1.6264","1.9922","31.4553","0.998","0.7537","0.96","0.088665487913679","1"
"ADI","6/30/2019","1.5241","0.3234","0.5098","67.7382","30.7674","30.7674","0","26.752","24.1017","0.0701","0.8099","2.2254","40.4415","3.1334","-7.3627","1.6896","2.1201","31.7564","1.7947","1.5939","0.99","0.030273926029399","1"
"ADI","9/30/2019","1.3528","0.3093","0.4826","67.4132","30.1813","30.1813","0","26.319","24.4824","0.0686","0.7556","2.1452","41.954","3.0735","-7.5431","1.6803","2.123","31.9167","1.4831","1.327","0.98","-0.0044087261608629","1"
"ADI","12/31/2019","1.3158","0.3072","0.469","65.284","23.4449","23.4449","0","19.9434","19.0176","0.0675","0.8215","2.2723","39.6075","2.3716","-5.8279","1.2981","1.643","31.7924","1.7668","1.6295","0.75","0.026792818086821","1"
"ADI","3/31/2020","1.0794","0.2887","0.47","65.0633","20.9754","20.9754","0","17.3537","15.6397","0.061","0.7739","2.2307","40.3455","1.7441","-4.3932","0.9537","1.2405","31.746","0.9392","0.7919","0.55","-0.12241232492697","1"
"ADI","6/30/2020","1.2966","0.3073","0.4824","64.2852","26.1203","26.1203","0","22.403","20.3253","0.0617","0.7969","2.239","40.1971","2.3095","-5.83","1.2538","1.5998","31.4606","1.158","0.9956","0.73","0.13608183471824","1"
"ADI","9/30/2020","1.4725","0.304","0.4749","66.7917","28.7833","28.7833","0","25.6177","24.906","0.0674","0.7893","2.1359","42.1359","3.0793","-8.4475","1.679","2.1433","31.9032","1.4939","1.4385","0.98","-0.021412456771335","1"
"ADI","12/31/2020","1.8445","0.3001","0.4288","67.0305","30.2479","30.2479","0","27.3414","25.3245","0.0711","0.8273","2.0695","43.4898","3.2216","-9.8334","1.8004","2.2547","32.4721","1.8085","1.7281","1.05","0.10224900453403","1"
"NXPI","3/31/2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","6/30/2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","9/30/2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","12/31/2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","3/31/2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","6/30/2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","9/30/2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","12/31/2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","3/31/2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","6/30/2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","9/30/2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","12/31/2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","3/31/2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","6/30/2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","9/30/2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","12/31/2008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","3/31/2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.94","0","1"
"NXPI","6/30/2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"NXPI","9/30/2009","0","0","0","0","0","0","0","0","38.8115","0","0","0","0","0","0","0","0","0","0","0","-1.6","0","1"
"NXPI","12/31/2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.68","0","1"
"NXPI","3/31/2010","0","0","0","37.4194","-1.3825","-1.3825","0","-29.2166","-31.7972","0","0","0","0","0","0","0","0","0","-0.079","-0.288","1.56","0","1"
"NXPI","6/30/2010","1.0333","0.8899","9.1927","39.857","6.7918","6.7918","0","-30.1162","-32.3503","0.1486","1.3017","2.1355","42.1448","-66","10.9701","-4.822","-7.2644","0","0.3485","0.13","-0.47","0","1"
"NXPI","9/30/2010","1.1719","0.7603","3.5625","42.5","9.4643","9.4643","0","34.375","32.9464","0.1416","1.2778","1.9649","45.8036","27.0498","-12.3816","4.4621","6.483","0","0.6101","0.4051","0.75","0","1"
"NXPI","12/31/2010","1.222","0.772","3.7334","40.6308","10.4824","10.4824","0","-7.9777","-10.9462","0.1412","1.1365","2.4612","36.5677","-10.5825","5.0273","-1.6891","-2.4126","4.8614","0.7882","0.3661","0.34","0.22769792196262","1"
"NXPI","3/31/2011","1.282","0.753","3.3646","46.7653","9.9815","9.9815","0","19.3161","17.2828","0.1396","1.0726","2.3369","38.512","13.6529","-7.526","2.4249","3.3722","5.5351","-0.0117","-0.2182","1.21","0.15591750011598","1"
"NXPI","6/30/2011","1.1766","0.7423","3.3352","46.6548","11.8644","11.8644","0","10.1695","7.4933","0.1438","1.0473","2.3851","37.7342","7.0163","-3.9871","1.2696","1.8079","5.6669","0.3161","0.0465","-0.73","-0.049687769698134","1"
"NXPI","9/30/2011","1.6886","0.7074","2.4494","46.0377","10.283","10.283","0","-6.1321","28.3962","0.1511","0.9377","2.3767","37.8679","-7.0513","5.4187","-1.5683","-2.063","6.3154","0.5373","0.3449","-0.1","-0.27716426204075","1"
"NXPI","12/31/2011","1.8742","0.7341","2.7996","41.783","0.7519","0.7519","0","-16.971","-19.5489","0.1408","0.877","1.9436","46.3051","-12.8961","8.5575","-2.6467","-3.4287","5.4754","-0.1384","-0.2978","-0.36","0.03683917078396","1"
"NXPI","3/31/2012","1.4167","0.718","2.8279","43.3538","5.6237","5.6237","0","-1.8405","-2.454","0.1464","0.895","2.2587","39.8466","-0.8863","0.5695","-0.1796","-0.2499","5.5015","0.3912","0.2339","0.46","0.23837102337237","1"
"NXPI","6/30/2012","1.8652","0.7558","3.138","49.1773","14.2596","14.2596","0","-2.011","-8.2267","0.1674","0.8634","2.3426","38.4186","-6.0805","3.6453","-1.1322","-1.4848","4.9178","1.083","0.7892","-0.46","-0.058995681071878","1"
"NXPI","9/30/2012","1.5057","0.7039","2.5513","45.812","14.359","14.359","0","11.5385","9.8291","0.18","0.9449","2.4124","37.3077","9.3305","-7.0658","2.0151","2.7625","5.5858","0.7308","0.3758","-0.06","0.032064481930267","1"
"NXPI","12/31/2012","1.3062","0.7127","2.7196","43.9068","2.957","2.957","0","-10.7527","-10.3943","0.1733","0.8755","2.1882","41.129","-7.6324","5.0051","-1.522","-2.1929","5.1561","0.7055","0.5079","-0.46","0.022172193211415","1"
"NXPI","3/31/2013","1.3942","0.7118","2.698","44.5161","10.5991","10.5991","0","-3.4101","-1.2903","0.1727","0.8247","2.1191","42.4701","-0.0784","0.0545","-0.0159","-0.0226","5.099","0.4766","0.3204","0.46","0.061013402728821","1"
"NXPI","6/30/2013","1.6909","0.7142","2.5364","45.0337","14.3098","14.3098","0","10.4377","9.3434","0.1887","0.8801","2.1838","41.2121","9.6774","-7.3254","2.0489","2.7659","5.3523","0.6164","0.4396","0.44","0.010342505806847","1"
"NXPI","9/30/2013","1.5034","0.6921","2.5709","45.6365","13.4508","13.4508","0","13.691","12.4099","0.1852","0.9005","2.146","41.9376","11.9611","-10.2871","2.5504","3.6831","5.8412","1.1541","0.9458","0.62","0.079017864872502","1"
"NXPI","12/31/2013","1.7536","0.6797","2.1481","45.553","15.3132","15.3132","0","9.2034","7.4246","0.2005","0.9514","2.3856","37.7262","7.4386","-7.3389","1.7832","2.3824","6.2444","1.2463","0.9682","0.4","0.091436787067835","1"
"NXPI","3/31/2014","1.7709","0.7343","2.7927","46.9502","14.687","14.687","0","11.0754","8.8283","0.192","0.8932","2.1119","42.6164","9.6648","-6.9741","1.9109","2.5678","5.3138","1.0699","0.8739","0.45","0.10735474136882","1"
"NXPI","6/30/2014","1.7232","0.7386","2.8549","47.2943","18.4581","18.4581","0","14.0104","11.7865","0.2077","0.9467","2.0164","44.6331","14.1946","-10.224","2.7401","3.7107","5.2542","0.9891","0.6294","0.66","0.051275576037092","1"
"NXPI","9/30/2014","1.7257","0.8202","4.5824","47.0627","20.264","20.264","0","9.1749","7.9868","0.2418","1.0722","2.081","43.2475","16.6065","-7.0229","2.2024","2.9864","3.6013","1.64","1.3034","0.51","0.014519777172477","1"
"NXPI","12/31/2014","1.9924","0.8309","4.9388","45.8035","20.1692","20.1692","0","11.2557","9.6942","0.2244","1.1033","2.5919","34.7235","20.8489","-8.822","2.438","3.5254","3.444","2.2059","1.7909","0.65","0.047846829948344","1"
"NXPI","3/31/2015","2.1842","0.8452","5.502","47.9891","20.1091","20.1091","0","-5.317","-7.2938","0.2076","0.9883","2.5077","35.8896","-12.2449","5.0647","-1.2739","-1.8959","2.9195","1.5786","1.2354","-0.46","0.11846728702528","1"
"NXPI","6/30/2015","3.225","0.8477","5.6016","48.0744","22.0452","22.0452","0","22.178","19.9203","0.1838","1.0344","2.6237","34.3028","35.6271","-22.6056","3.918","5.4269","3.8783","1.3767","1.0253","1.29","-0.009449182450642","1"
"NXPI","9/30/2015","2.4755","0.7961","4.3647","48.6202","24.6386","24.6386","0","25.6899","23.7188","0.1845","1.0413","2.3166","38.8502","32.7571","-33.0716","4.5939","6.6784","5.0121","1.4185","1.1095","1.56","-0.052242930059788","1"
